From,To,length(in meters)
5107,5121,2.011
5130,5121,2.238
5124,5127,1.365
5129,5127,1.501
5605,5587,2.76
5539,5567,2.209
5587,5567,1.997
5449,5490,2.467
5539,5490,2.56
5403,5429,2.214
5449,5429,2.243
5892,5928,26.27
5652,5677,3.674
5757,5677,8.985
5652,5787,12.088
5915,5787,9.927
5787,5842,4.138
5921,5963,3.18
5963,5990,3.612
5990,6039,4.188
6039,6075,3.804
6075,6104,2.2
6314,6138,12.866
6104,6138,2.9
5842,5858,1.306
5886,5858,1.457
5886,5910,1.468
5921,5910,1.722
6243,6362,12.838
6476,6538,5.803
6647,6588,7.204
6538,6588,6.565
6362,6421,5.008
6476,6421,5.282
5953,6062,10.872
6243,6062,12.278
5430,5598,11.803
5797,5598,15.234
5425,5366,4.909
5216,5293,6.441
5366,5293,5.223
5394,5379,4.122
5366,5379,4.09
5417,5481,5.375
5626,5481,10.303
5887,5444,31.036
5430,5444,11.062
5361,5444,8.092
5481,5444,13.887
5524,5551,1.582
5575,5551,1.615
4674,4689,1.904
4701,4689,1.699
4718,4706,17.081
4713,4745,6.902
4800,4769,4.718
4745,4769,5.956
4800,4843,5.656
4909,4876,6.88
4843,4876,5.932
4601,4610,2.794
4617,4610,2.89
4610,4625,7.589
4625,4669,24.06
4620,4630,2.586
4639,4630,3.32
4464,4477,2.484
4487,4477,2.412
4436,4446,2.721
4464,4446,2.624
4420,4432,2.845
4436,4432,2.773
4412,4417,2.8
4420,4417,2.769
4412,4415,2.342
4419,4415,2.438
4429,4437,2.369
4450,4437,2.058
7273,7258,2.5
6195,6480,25.52
6550,6480,7.917
6555,6552,8.903
6550,6552,5.925
6550,6553,4.863
6556,6553,6.332
6550,6657,12.61
6981,6657,33.76
7573,7575,15.387
7577,7575,14.449
7514,7513,25.128
7507,7509,41.2
7509,7511,3.634
7453,7512,7.272
7575,7512,7.472
7513,7512,7.171
7511,7512,5.296
7380,7434,7.195
7464,7434,3.529
7394,7419,3.135
7448,7419,3.254
6981,6982,5.654
6983,6982,5.644
7363,7377,1.975
7394,7377,2.281
7448,7454,2.765
7461,7454,3.294
7455,7459,4.175
7463,7459,4.067
7447,7449,4.505
7455,7449,4.814
7447,7451,4.196
7452,7451,4.079
7339,7364,4.225
7388,7364,3.511
7406,7427,4.978
7441,7427,4.413
7457,7475,1.645
7483,7475,1.269
6393,6458,6.238
6461,6458,2.085
5633,5681,4.088
5782,5799,1.447
5732,5711,1.328
5945,5962,4.55
5885,5829,3.279
5729,5739,1.134
5746,5739,1.202
5746,5762,1.328
5778,5762,1.177
5800,5789,1.239
5778,5789,1.146
5800,5815,1.206
5829,5815,0.984
5860,5888,1.513
5904,5888,1.086
5820,5846,1.379
5860,5846,1.035
5945,5919,1.941
5904,5919,1.59
5962,5969,2.049
5976,5969,1.65
5976,5984,1.455
5991,5984,1.301
6021,6005,1.547
5991,6005,1.527
6021,6040,1.364
6051,6040,1.585
6051,6069,1.518
6110,6084,1.873
6069,6084,1.125
6110,6128,1.604
6170,6150,1.446
6128,6150,1.524
6311,6185,9.407
6170,6185,1.026
6305,6307,2.996
6311,6307,4.706
6346,6307,5.763
6225,6307,7.66
5838,5868,2.123
5868,5889,1.017
5889,5905,1.109
5905,5917,0.968
5917,5923,1.752
5923,5935,1.817
5935,5949,1.715
5949,5952,1.167
5952,5956,0.992
5956,5964,1.284
5964,5975,1.251
5975,5983,1.301
5983,5995,1.455
5995,6017,1.817
6017,6037,1.692
6037,6046,1.208
6046,6061,1.431
6061,6081,1.595
6081,6103,1.506
6103,6119,1.281
6119,6145,1.892
6145,6167,1.701
6167,6192,1.673
6225,6202,0.803
6192,6202,1.059
5681,5694,1.412
5711,5694,1.207
5732,5753,1.233
5782,5776,1.069
5753,5776,1.334
5799,5810,1.196
5810,5822,1.581
5845,5835,1.25
5822,5835,1.38
4787,4795,8.526
4807,4795,7.031
4894,4841,19.175
4807,4828,5.569
4841,4828,5.715
4579,4622,21.128
4704,4622,20.285
4782,4905,37.251
5261,4905,72.267
4764,4791,7.088
4607,4892,99.415
4914,4892,4.594
4471,4845,136.492
5182,4845,68.745
4791,4845,5.901
4892,4845,6.12
5022,4736,75.207
4308,4736,149.533
4704,4736,5.892
4764,4736,6.606
5446,5448,1.935
5451,5448,2.245
5446,5452,1.793
5460,5452,1.585
5460,5472,1.594
5491,5472,1.584
5491,5518,1.483
5548,5518,1.74
5766,5790,1.734
5811,5790,1.782
5811,5832,1.507
5913,5893,1.947
5864,5852,1.39
5832,5852,1.083
5864,5884,1.06
5893,5884,1.119
5523,5521,0.846
5525,5522,0.666
5521,5522,0.813
5525,5533,0.687
5533,5540,0.72
5553,5547,0.58
5540,5547,0.643
5536,5526,0.741
5523,5526,0.716
5768,5779,0.703
5784,5779,0.764
5784,5793,0.657
5812,5801,0.75
5793,5801,0.625
5827,5819,0.722
5812,5819,0.647
5827,5837,0.958
5847,5837,1.693
5393,5410,1.254
5410,5426,1.537
5433,5426,1.355
5467,5447,1.201
5433,5447,1.195
6265,6377,12.002
6440,6377,6.038
6521,6548,3.419
7058,6548,53.059
6440,6454,8.534
6458,6454,2.913
6429,6434,5.611
6440,6434,5.526
709,691,7.619
691,684,5.978
684,657,12.634
521,410,60.767
410,408,9.25
408,403,6.938
403,391,11.619
391,373,10.486
373,332,24.515
332,323,8.071
323,324,10.15
306,325,7.953
410,325,45.854
324,325,6.703
24338,24340,72.827
24342,24340,73.948
24396,24409,9.588
24382,24390,2.705
24399,24390,10.147
24340,24383,14.145
24396,24383,7.395
24390,24383,71.263
708,744,15.918
770,744,11.192
744,811,45.258
522,586,38.13
585,586,27.887
657,589,36.051
586,589,3.381
589,590,26.37
24481,24529,31.103
24529,24527,19.698
24529,24530,11.802
5142,5165,77.983
5165,5648,39.304
5903,5617,20.14
5142,5617,38.472
5648,5617,79.989
134,144,19.273
144,143,3.027
143,142,3.025
142,139,3.147
139,56,39.83
56,45,3.577
45,38,3.363
38,31,2.992
31,25,3.92
43,27,4.794
25,27,20.138
175,182,4.64
182,198,7.959
198,224,7.446
224,235,6.195
235,241,6.646
241,243,7.424
243,233,12.885
175,217,36.744
244,217,20.659
233,217,6.188
351,383,21.487
383,407,14.635
207,221,3.825
284,221,27.387
208,222,3.358
303,222,39.019
221,222,6.834
177,214,16.786
315,214,45.425
222,214,49.017
24351,24350,32.266
24350,24386,12.566
24386,24433,35.439
2263,2198,17.256
2198,2284,65.332
2284,2214,16.844
2214,2201,3.468
2198,2114,20.311
2201,2114,63.159
2214,2157,18.993
2157,2140,3.101
2140,2019,63.957
2980,3139,30.853
3935,3139,108.791
3254,3139,47.464
2980,3030,23.929
3134,3081,24.859
3030,3081,10.872
3040,3049,9.971
3030,3049,15.376
24515,24562,21.817
24638,24562,26.22
24564,24562,10.876
24564,24565,12.138
24565,24567,19.833
24567,24571,8.664
24571,24587,13.488
24467,24591,59.546
24759,24591,64.05
24587,24591,8.258
23903,23817,14.4
23787,23816,5.184
23824,23816,1.19
23817,23816,8.407
23797,23792,9.331
23771,23784,14.58
23792,23789,2.696
23784,23789,9.245
23789,23685,27.318
23685,23630,7.718
23630,23615,1.34
23494,23499,0.904
23578,23499,18.605
23615,23499,3.455
23418,23363,20.791
23348,23363,12.447
23499,23363,6.515
23615,23624,15.736
23624,23643,3.179
23643,23669,4.371
23669,23725,9.528
23816,23807,5.266
23797,23807,14.794
23725,23807,24.645
1242,1244,185.596
1244,1394,63.384
1394,1396,16.934
1396,1343,31.267
1246,1245,80.977
1244,1245,23.149
1343,1245,33.89
24363,24364,32.295
24367,24364,51.679
24364,24183,65.583
23959,23956,80.499
23953,23956,51.691
23689,23956,52.666
23997,23996,77.78
23994,23996,47.901
23956,23996,5.885
24401,24402,3.799
24404,24403,9.046
24402,24403,16.961
24014,23838,28.01
23579,23838,46.258
23657,23837,40.488
24008,23837,27.745
23838,23837,4.611
23837,23846,6.647
23836,23848,33.967
23846,23849,3.397
23848,23849,3.378
757,759,31.087
11746,12099,44.336
12267,12099,17.169
23720,24064,63.549
24088,24064,12.565
24062,24037,4.67
24037,23863,25.931
23863,23809,8.006
24064,24063,10.922
24062,24063,8.023
24063,23674,72
23674,23665,2.653
23720,23664,10.312
23452,23664,10.023
23665,23664,8.32
24552,24521,12.979
24503,24521,14.347
24521,24522,16.804
24522,24497,18.638
24497,24490,9.37
24468,24469,18.679
24470,24469,91.326
24490,24469,8.152
1413,1395,24.818
1395,1345,29.464
1345,1339,3.251
1339,1331,3.929
23887,23810,11.526
23778,23810,8.985
23810,23802,24.668
23802,23801,4.658
23801,23805,3.369
23805,23812,3.08
23812,23828,3.25
23828,23854,3.93
23854,23982,20.671
23982,24007,4.66
24007,24042,2.406
24042,24061,3.082
24061,24067,2.985
24067,24073,2.363
24073,24076,1.729
24076,24077,1.846
24077,24071,6.766
24071,24033,21.736
23988,24020,5.392
24079,24020,11.057
24033,24020,5.348
24235,24233,113.035
24231,24233,25.676
24233,24153,21.765
24153,24150,1.19
24150,24148,1.538
24148,24147,11.702
24196,24149,16.713
24066,24149,42.143
24147,24149,18.083
20554,20541,1.501
23398,23397,5.817
23400,23397,28.014
23964,23965,38.19
23967,23965,35.571
23534,23533,6.156
23535,23533,43.137
23397,23533,6.338
23965,23533,67.377
23249,23248,49.535
23247,23248,11.838
23397,23248,10.631
15895,15917,2.46
15941,15927,1.306
15917,15927,1.278
16014,15974,2.315
15941,15974,1.858
15885,15886,6.553
15895,15886,2.359
19509,19474,1.524
19577,19609,3.138
19636,19609,3.102
19636,19681,3.267
19726,19702,1.898
19681,19702,1.67
19726,19779,3.844
19834,19779,3.864
19834,19949,5.551
15271,15318,3.295
15353,15318,3.064
15318,15352,3.675
15352,15423,5.522
15423,15458,5.049
15458,15511,6.524
15511,15567,7.996
15567,15598,4.653
15598,15635,3.448
15635,15670,4.014
15670,15707,3.754
15707,15742,3.77
15742,15785,3.549
15785,15803,3.962
15803,15836,4.21
15836,15870,3.947
15870,15887,3.973
15887,15915,4.318
15915,15932,3.28
15932,15951,2.894
15951,15962,2.717
15962,15966,2.281
15966,15970,2.336
20458,20488,3.212
20506,20488,3.292
20409,20387,2.532
20387,20392,2
20392,20391,1.295
20391,20386,1.221
20386,20377,1.174
20377,20368,1.415
20368,20333,4.922
20333,20324,0.912
20324,20319,0.771
20319,20310,1.473
20231,20282,3.783
20387,20282,12.348
20310,20282,2.966
20044,20130,6.155
20231,20194,3.072
20130,20194,3.076
20044,19996,3.139
19949,19996,3.57
19539,19552,1.802
19577,19552,2.92
19509,19532,0.904
19539,19532,0.913
19248,19318,5.548
19318,19399,5.731
19399,19426,2.82
19474,19453,1.705
19426,19453,2.144
20638,20637,3.223
20634,20637,8.11
21006,21025,2.59
21053,21025,2.61
21053,21074,2.446
21115,21074,3.146
21204,21205,8.987
21207,21205,8.166
21218,21215,8.427
21207,21215,8.631
21218,21210,8.757
21217,21210,7.799
21208,21206,8.63
21217,21206,7.878
21208,21202,9.084
21212,21202,9.297
21231,21225,9.345
21212,21225,9.633
21140,21149,5.947
21145,21149,5.087
21122,21134,4.273
21145,21134,3.22
21056,21091,4.65
21122,21091,4.415
21056,21030,4.349
20950,20989,2.238
21010,20989,2.089
20760,20778,2.827
20812,20778,3.204
20701,20664,3.949
20760,20725,3.874
20701,20711,1.826
20725,20711,1.727
20627,20641,1.91
20664,20641,1.932
20609,20614,3.902
20627,20614,3.656
20537,20549,3.998
20564,20559,3.593
20549,20559,3.546
20537,20511,5.536
20501,20504,2.16
20511,20504,4.13
20479,20490,6.14
20493,20490,5.622
20451,20460,3.593
20479,20460,3.801
20451,20433,4.46
20420,20426,1.987
20433,20426,1.924
20420,20422,2.42
20430,20425,3.389
20422,20425,2.859
20421,20428,2.377
20430,20428,2.359
20398,20413,8.247
20421,20413,8.145
20398,20379,7.04
20370,20379,7.006
20346,20358,7.01
20370,20358,7.062
20312,20327,7.123
20346,20327,7.367
20312,20297,6.136
20285,20290,3.236
20297,20290,2.921
20253,20258,1.53
20285,20258,15.131
20116,20184,5.101
20184,20224,5.365
20253,20245,1.748
20224,20245,3.093
20008,20057,7.504
20057,20091,3.941
20116,20106,2.057
20091,20106,1.965
19930,19968,6.321
20008,19968,6.329
19721,19760,6.786
19806,19760,6.782
19930,19851,6.842
19806,19851,6.842
19601,19629,7.665
19629,19678,8.067
19721,19698,4.038
19678,19698,4.025
19556,19572,6.299
19601,19587,3.877
19572,19587,3.877
19556,19541,7.423
19511,19527,6.268
19541,19527,6.292
19511,19508,6.64
19614,19626,5.055
19633,19626,4.966
19563,19585,6.794
19614,19585,6.13
19529,19544,4.539
19563,19544,4.686
19529,19513,3.11
19508,19513,3.238
19687,19671,2.767
19654,19671,2.814
19687,19704,2.977
19741,19725,2.417
19704,19725,2.686
19741,19774,3.959
19804,19774,3.968
19804,19821,3.95
19911,19938,7.966
19954,19938,5.114
19954,19980,6.372
20001,19980,4.636
20149,20118,4.51
20104,20118,4.747
20066,20105,4.534
20129,20105,3.046
20129,20155,2.411
20164,20155,2.547
20066,20028,3.444
20001,20028,3.953
20069,20089,4.234
20104,20089,4.641
19978,20002,2.434
20047,20002,3.468
19956,19942,1.045
19836,19899,2.594
19942,19899,2.34
19891,19957,5.269
19987,19957,4.194
19731,19808,5.856
19891,19808,5.3
19731,19789,4.009
19836,19789,3.338
19320,19345,2.444
19374,19345,2.447
19374,19411,3.755
19446,19411,3.492
19260,19279,1.97
19287,19279,1.948
19016,19054,3.691
19099,19054,3.691
19099,19135,3.281
19188,19135,3.293
19188,19226,2.569
19260,19226,2.505
18861,18779,4.522
18702,18746,2.195
18779,18746,2.232
18585,18640,2.443
18702,18640,2.358
19016,18943,4.483
18861,18943,4.447
18266,18314,2.643
18390,18314,2.525
18240,18253,1.694
18266,18253,1.651
17998,17980,1.965
17965,17980,1.85
17933,17916,3.024
17933,17953,2.129
17965,17953,1.967
17876,17901,1.717
17916,17901,1.761
17621,17643,3.147
17671,17643,3.225
17671,17695,2.53
17761,17695,6.862
16826,16845,2.548
16867,16845,2.369
16972,16887,5.992
16867,16887,2.153
16606,16662,5.786
16826,16738,7.242
16662,16738,6.851
16489,16442,4.108
16442,16397,4.452
16243,16324,7.125
16397,16324,7.14
16048,16152,6.999
16243,16152,6.939
15931,15888,2.833
15810,15859,2.126
15888,15859,2.227
15810,15761,2.88
15687,15720,1.701
15761,15720,1.908
15432,15390,2.06
15353,15390,2.136
15432,15461,2.215
15490,15461,2.286
15180,15188,2.043
15206,15188,1.997
15206,15219,1.158
15239,15219,1.197
15271,15253,1.391
15239,15253,1.295
15142,15161,2.085
15168,15161,2.182
15098,15123,1.892
15142,15123,2.118
15056,15047,2.653
14984,15022,2.823
15047,15022,2.499
14904,14935,2.03
14984,14935,2.545
14922,14958,1.787
14990,14958,1.814
14868,14880,1.698
14901,14880,1.563
14074,14084,3.929
14101,14145,2.452
14189,14145,2.445
14101,14088,2.06
14084,14088,2.128
14189,14358,6.598
14465,14420,3.316
14358,14420,3.337
14465,14537,5.05
14626,14537,5.006
13403,13379,7.166
13379,13358,4.538
13358,13336,3.013
13336,13301,4.026
13301,13277,3.584
13277,13237,4.328
13237,13176,5.945
13176,13117,5.441
13117,13076,2.753
13076,13046,2.03
13046,13040,2.14
13040,13038,2.687
13038,13032,2.325
13032,13021,2.185
13021,12973,2.902
12973,12944,3.937
12944,12921,3.174
12921,12905,2.541
12905,12890,3.805
12890,12877,4.025
12877,12864,2.725
12864,12852,2.692
12852,12846,2.817
12846,12840,3.154
12840,12842,2.619
12842,12847,2.401
12847,12849,2.622
12849,12848,2.304
12848,12838,2.257
12838,12829,2.898
12829,12809,3.427
12809,12794,2.895
12794,12778,3.319
12778,12755,3.719
12755,12724,3.303
12724,12706,3.721
12706,12691,3.101
12691,12686,2.37
12686,12678,2.536
12678,12680,2.229
12680,12704,1.937
12704,12744,2.479
12744,12796,2.698
12796,12821,2.776
12821,12839,2.747
12839,12861,2.516
12861,12908,3.864
12908,12950,4.822
12950,13001,3.821
13001,13080,3.479
13080,13142,3.281
13142,13184,3.305
13184,13214,2.336
13236,13229,1.773
13214,13229,1.733
13452,13457,5.431
13403,13430,10.933
13452,13430,10.95
13460,13458,3.173
13457,13458,3.093
13460,13476,5.662
13489,13476,5.778
13498,13501,2.421
13514,13506,1.349
13501,13506,1.631
13573,13545,4.281
13524,13545,2.272
13573,13597,3.002
13609,13597,3.002
13620,13631,2.109
13642,13631,2.029
13652,13666,2.613
13680,13666,2.627
13693,13735,3.708
13777,13735,4.779
13909,13834,4.382
13777,13834,4.381
13909,13960,3.505
14042,13960,3.494
14042,14110,4.07
14205,14110,4.07
14205,14283,3.359
14372,14283,3.359
14372,14493,7.275
14611,14493,7.264
14973,14881,4.871
14788,14881,4.871
14611,14701,4.871
14788,14701,4.86
14973,15106,7.78
15196,15106,7.779
15196,15229,2.254
15249,15229,1.792
15249,15281,2.656
15322,15281,2.686
17874,17899,1.701
17919,17899,2.007
17821,17848,2.792
17874,17848,2.535
18136,18155,1.929
18174,18155,1.867
18248,18410,8.034
18554,18410,8.131
19056,19092,2.099
19115,19092,1.979
19115,19144,2.547
19191,19144,2.429
19191,19254,3.78
19306,19254,4.055
19306,19344,2.846
19382,19344,2.834
19439,19478,2.937
19534,19478,2.418
19727,19690,2.929
19624,19690,4.2
20092,20096,2.122
20094,20096,2.465
20033,20058,3.49
20078,20058,2.871
19950,19976,2.714
20000,19976,2.773
19950,19912,2.747
19727,19755,1.928
19782,19755,1.921
19832,19879,1.721
19912,19879,1.654
19832,19814,1.649
19782,19814,1.718
20072,20084,2.616
20094,20084,2.55
19961,19924,4.174
19822,19867,3.904
19924,19867,3.771
19694,19723,3.024
19752,19723,2.768
19593,19616,2.449
19646,19616,2.137
19694,19673,1.949
19646,19673,1.736
19593,19562,2.896
19562,19537,2.491
19537,19497,2.224
19497,19472,1.869
19472,19455,1.692
19455,19440,2.087
19440,19418,2.497
19418,19392,2.604
19392,19353,3.156
19353,19313,2.713
19313,19280,3.099
19280,19228,3.25
19228,19184,2.49
19184,19125,3.881
19125,19086,3.289
19086,19019,5.183
19019,18966,3.988
18966,18886,3.907
18886,18838,2.867
18838,18724,5.483
18561,18618,3.425
18724,18618,4.085
18561,18459,4.654
18459,18377,5.344
18102,18159,4.164
18196,18159,3.338
18196,18243,3.754
18275,18243,3.121
18275,18361,3.36
18427,18361,3.005
18427,18487,4.715
18580,18487,4.245
18580,18651,3.571
18725,18651,3.039
19504,19528,2.229
19547,19528,2.338
19547,19567,2.313
19600,19567,2.63
19488,19493,2.278
19504,19493,2.308
19469,19484,2.266
19488,19484,2.27
19600,19623,2.532
19658,19623,2.541
19658,19715,3.598
19766,19715,3.639
19326,19289,3.183
19386,19421,3.297
19442,19421,2.549
19216,19263,2.826
19289,19263,2.304
19044,19095,3.98
19216,19142,4.21
19095,19142,4.036
18804,18902,5.12
19044,18902,8.246
21010,21022,2.239
21030,21022,2.245
21072,21095,7.758
21117,21095,7.757
21117,21126,8.872
21140,21126,8.863
21063,21062,2.161
21064,21062,2.326
21064,21077,4.088
21124,21112,3.437
21077,21112,3.687
21124,21133,3.777
21139,21133,4.911
21139,21156,6.201
21172,21156,5.409
21201,21190,8.017
21192,21190,8.07
21172,21182,5.314
21186,21182,5.461
21192,21191,5.161
21186,21191,5.676
21230,21219,12.025
21201,21211,6.013
21219,21211,6.003
21230,21236,9.625
21240,21236,9.625
21240,21232,6.804
21226,21232,6.804
21220,21223,6.804
21226,21223,6.804
21220,21213,6.718
21213,21221,6.293
21224,21221,6.293
21239,21228,6.35
21224,21228,6.35
21239,21237,5.962
21238,21237,5.972
21244,21234,10.536
21238,21235,5.247
21234,21235,5.247
21171,21195,4.585
21245,21195,5.196
21245,21257,5.032
21255,21257,4.764
21244,21246,5.87
21255,21246,5.87
21181,21187,5.55
21198,21187,5.56
21198,21200,9.142
21204,21200,9.142
21231,21229,3.711
21227,21229,3.711
21189,21216,3.649
21227,21216,3.62
20842,20856,1.812
20872,20856,2.119
20829,20835,1.59
20842,20835,1.118
20149,20157,2.522
20164,20157,2.357
19845,19868,3.633
19911,19890,4.705
19868,19890,5.036
19845,19833,2.968
19821,19833,2.952
19633,19644,4.438
19654,19644,3.919
19739,19754,3.73
19769,19754,3.744
19811,19819,3.596
19826,19819,3.434
19813,19817,6.182
19826,19817,4.866
19792,19803,2.454
19809,19803,3.005
19724,19742,1.313
19763,19742,1.351
19763,19778,1.336
19792,19778,1.31
19686,19705,1.843
19724,19705,1.577
19625,19638,2.22
19651,19638,1.979
19686,19666,1.548
19651,19666,1.67
19357,19395,2.979
19433,19412,2.195
19395,19412,1.745
19433,19466,2.439
19536,19559,2.094
19573,19559,1.596
19536,19494,1.657
19466,19494,1.659
19573,19602,2.506
19628,19602,2.447
20093,20186,5.015
20247,20186,5.026
19967,20023,4.248
20093,20023,4.259
19830,19908,3.492
19967,19908,3.503
19718,19676,2.948
19628,19676,2.871
19718,19771,3.87
19830,19771,3.87
20447,20487,4.073
20507,20487,4.083
20531,20548,2.218
20583,20565,2.262
20548,20565,2.175
20583,20610,2.536
20621,20610,3.093
20621,20640,2.083
20654,20640,2.082
20654,20662,2
20665,20662,2.059
20659,20663,8.014
20665,20663,8.015
20642,20656,4.534
20659,20656,4.612
20622,20625,4.36
20629,20625,4.37
20635,20631,4.37
20629,20631,4.37
20628,20630,7.432
20635,20632,6.244
20630,20632,1.189
20632,20613,2.102
20613,20602,2.12
20602,20571,2.145
20571,20551,2.461
20506,20521,2.41
20635,20521,10.911
20551,20521,3.218
14230,14293,2.622
14353,14293,3.078
14353,14378,2.426
14406,14378,2.71
14436,14448,3.247
14461,14448,3.58
14461,14471,2.914
14475,14471,3.117
14453,14469,6.716
14475,14469,6.06
14453,14484,5.544
14520,14484,4.115
14625,14590,3.958
14520,14551,3.354
14590,14551,3.126
14625,14641,2.46
14643,14641,2.951
14570,14576,3.522
14587,14576,3.961
14427,14410,5.105
14396,14395,4.571
14410,14395,4.3
14409,14425,3.615
14468,14441,3.594
14425,14441,3.523
14414,14374,2.006
14342,14314,1.777
14280,14296,2.802
14314,14296,2.499
14396,14404,4.112
14409,14404,1.848
14404,14402,4.938
14402,14398,2.883
14398,14391,2.428
14391,14385,2.156
14342,14362,1.408
14374,14362,0.974
14385,14362,3.87
14270,14271,4.88
14280,14271,3.992
14229,14255,6.442
14270,14255,6.465
14199,14216,2.19
14229,14216,2.383
14144,14177,1.586
14199,14177,1.766
14046,14086,2.865
14144,14086,2.438
13951,14004,1.925
14046,14004,2.073
13773,13769,1.427
13774,13769,1.599
13867,13902,2.072
13916,13902,2.063
13988,14034,2.313
14078,14034,2.479
14261,14331,2.378
14388,14331,2.698
14158,14208,2.751
14261,14208,2.859
13929,13973,3.662
13988,13973,0.751
13973,13992,1.392
13992,14003,1.533
14003,14001,1.915
14001,13982,2.223
13982,13964,2.132
13964,13945,2.402
13945,13930,3.497
13930,13897,4.436
13840,13865,2.556
13897,13865,3.325
13907,13891,1.664
13865,13891,1.579
14388,14432,2.044
14458,14432,2.181
14508,14534,2.328
14583,14534,2.787
14583,14648,3.521
14705,14648,3.292
14797,14927,7.083
15054,14927,7.275
16015,15901,7.976
15790,15901,7.804
16065,16125,4.062
16172,16125,3.65
16172,16227,4.015
16277,16227,4.061
16015,16017,3.355
16030,16026,2.784
16017,16026,2.559
16030,16045,3.502
16070,16045,3.054
16070,16119,6.509
16155,16119,6.495
16155,16183,6.02
16201,16183,5.777
16201,16217,3.76
16233,16217,2.867
16233,16250,2.205
16250,16276,2.661
16276,16301,2.93
16301,16316,3.051
16389,16366,7.475
16316,16344,4.316
16366,16344,4.82
1882,1869,19.908
1822,1823,17.032
94,91,16.207
91,104,16.665
104,115,14.296
94,136,59.592
115,136,15.595
476,477,32.227
477,480,53.494
349,322,25.074
322,209,50.392
2574,2584,25.867
9004,8988,39.683
8988,8965,6.705
8965,8926,5.275
8926,8389,51.115
8389,8357,4.983
8357,8324,5.327
8324,8310,5.573
9004,8195,92.02
8310,8195,64.142
5855,5900,31.716
5900,5897,11.985
5897,5850,8.255
5850,5724,8.79
5724,5374,26.695
5374,4979,29.712
4979,4739,25.68
4567,4340,29.646
4340,4248,12.369
8121,7892,31.14
6686,6345,35.19
76,68,35.306
68,55,43.135
55,32,36.185
32,24,26.234
24,28,47.452
28,47,75.45
47,67,12.687
67,85,60.765
85,111,117.924
1328,1239,28.191
997,952,20.653
15544,16169,36.991
805,798,35.206
798,711,34.516
718,959,94.233
959,1003,24.738
1003,1047,22.011
1047,1101,19.115
1101,1130,13.93
1130,1199,29.793
1199,1279,23.817
1400,1378,23.936
1378,1379,31.582
540,534,15.691
534,498,22.712
448,305,80.595
305,200,44.444
200,171,16.511
171,145,19.948
200,206,88.544
172,206,18.51
558,204,186.82
11117,11253,11.214
489,478,15.767
2974,2936,43.45
2936,2697,44.453
16274,16318,6.859
477,604,64.695
604,607,75.207
591,475,62.825
475,423,34.045
423,382,21.044
382,361,14.559
361,300,31.269
300,216,37.809
216,186,18.676
186,191,33.463
191,226,20.137
226,231,11.618
231,246,29.517
246,250,34.533
250,259,19.903
349,314,20.749
259,314,64.629
477,372,60.758
349,372,16.015
952,931,26.434
604,931,145.295
952,937,41.833
607,780,84.064
937,780,61.087
10644,10866,21.77
11429,10866,51.221
6794,6793,68.223
6027,6020,41.821
6358,6595,23.832
6794,6888,13.321
6888,7373,46.189
108,106,58.576
106,173,32.135
389,282,57.821
173,282,47.036
389,456,37.473
1382,1316,32.301
805,994,77.671
1038,994,21.25
12818,12823,8.805
17741,17740,24.401
16707,16219,43.033
12661,12651,109.109
11075,11077,5.655
238,308,45.906
347,292,27.906
292,289,2.355
475,479,61.66
479,483,60.623
479,413,41.812
226,366,67.18
413,366,29.106
2974,3036,11.811
17626,17628,20.943
17628,17426,18.647
17426,17240,17.544
17240,17180,14.094
15570,15631,9.292
15631,15659,9.175
7335,7356,13.03
7356,7372,8.828
7372,7437,9.521
7437,7539,12.464
7539,7705,23.632
7705,8033,60.011
8033,8398,63.221
23910,23905,127.944
23905,23902,77.115
23964,23999,4.383
24104,24101,115.187
24101,24100,117.022
170,230,26.741
318,352,21.355
352,371,15.916
465,397,56.433
371,397,21.463
465,493,21.649
545,621,69.938
621,645,35.283
765,695,57.402
645,695,55.112
1328,1209,75.092
1123,1209,62.408
2093,2158,18.32
2225,2371,76.358
2371,2569,95.794
2720,2685,16.699
10990,10870,12.121
9735,9727,12.741
9295,9331,13.333
2471,2499,6.784
2499,2504,8.327
2504,2517,55.243
2517,2525,34.124
2525,2502,19.102
12532,12506,12.391
12506,11967,80.019
2524,2505,5.446
2505,2416,17.402
2416,2189,50.606
2189,2118,15.134
24032,24270,81.784
24270,24444,93.95
24444,24677,99.632
24481,24484,79.401
24481,24478,45.006
24444,24439,136.078
24440,24439,69.961
24448,24451,13.518
24484,24434,23.787
24368,24370,84.893
24161,24370,77.255
6042,5213,64.98
24611,24632,7.155
24632,24694,18.158
20419,20248,17.983
20248,20132,7.678
20132,19475,42.588
19475,19283,16.09
19283,17905,86.403
17905,17911,19.909
17911,17896,40.02
17896,17904,45.616
17904,17887,22.727
17887,17923,9.935
17923,17967,11.434
17967,18029,10.204
18029,18161,13.451
18161,18553,24.64
18553,19039,24.823
19039,19138,8.363
19138,19237,6.445
19237,19393,13.726
19393,19586,20.944
21552,21555,94.925
23969,24107,33.703
1209,1158,12.824
497,523,16.857
23297,23299,38.721
23378,23384,25.106
23322,23349,77.212
23349,23438,87.783
23652,23633,58.795
23652,23645,49.486
23645,23379,50.899
23379,23244,42.418
23202,23208,36.437
23244,23208,24.292
23202,23214,127.562
23214,23229,76.252
23240,23282,19.659
23282,23295,12.864
23295,23521,51.209
23521,23603,14.553
